#3x3
-0.4,0.0,-0.6,-6.2
0.2,0.9,0.4,0.2
0.3,-0.7,0.6,8.5
#4x4
0.6,-0.4,0.6,-0.9,-6.8
0.1,-0.8,0.5,0.9,0.6
0.3,-0.4,-0.2,0.3,3.8
-0.9,-0.3,0.7,-0.2,-7.9
#10x10
-0.8,0.4,-0.4,0.9,0.2,0.8,-0.5,-0.4,0.3,0.9,23.3
0.8,0.7,-0.7,0.1,-0.8,0.2,-0.7,0.0,-0.7,0.2,-5.5
0.9,0.0,-0.5,-0.7,0.2,-0.4,0.1,0.8,-0.3,-0.7,-13.2
0.8,0.5,-0.9,0.0,0.4,0.0,-0.5,-0.8,-0.5,0.8,8.7
0.7,0.3,-0.1,-0.1,0.6,-0.7,-0.6,-0.2,-0.5,-0.4,-0.9
-0.3,0.9,-0.4,0.9,0.3,0.6,-0.4,0.2,-0.1,-0.7,3.9
0.4,0.0,0.3,-0.1,-0.1,0.7,0.5,-0.3,-0.3,-0.3,-15.7
0.3,0.5,0.3,0.7,0.4,0.9,0.2,-0.4,0.0,-0.6,-7.2
0.1,0.0,0.8,-0.1,0.7,-0.4,-0.4,-0.7,0.0,0.8,5.8
0.2,-0.7,-0.3,-0.6,0.4,-0.7,-0.9,0.6,0.4,0.9,20.0
#100x100
-0.3,-0.9,-0.8,0.3,-0.6,0.5,-0.5,0.3,-0.7,0.8,0.5,-0.6,-0.5,0.0,0.4,0.2,-0.6,-0.3,0.7,0.2,0.8,-0.1,-0.1,0.1,-0.1,0.1,0.2,-0.3,0.1,0.2,0.8,0.8,-0.5,-0.9,0.4,0.8,0.0,0.0,0.6,0.2,0.5,-0.4,0.7,0.9,0.5,-0.3,0.4,-0.9,0.8,-0.1,-0.1,-0.5,0.7,0.4,0.9,-0.5,-0.6,-0.6,0.7,-0.8,-0.6,0.7,0.4,0.5,0.7,-0.2,0.6,-0.5,0.8,0.2,0.1,-0.8,-0.6,-0.4,-0.4,0.0,-0.6,0.4,0.4,0.4,-0.6,-0.6,0.2,0.2,0.6,-0.3,0.8,-0.3,0.7,0.9,-0.1,-0.8,0.8,0.7,0.8,-0.1,0.5,0.6,-0.2,-0.2,1.3
0.1,-0.9,-0.8,0.5,-0.8,0.1,0.5,0.2,-0.4,0.6,0.8,0.0,0.4,-0.6,-0.6,0.2,0.9,-0.2,0.3,0.9,-0.1,0.5,-0.2,-0.8,-0.5,-0.1,0.2,-0.4,-0.9,0.4,-0.3,0.3,0.9,0.8,-0.1,0.3,0.7,-0.5,-0.1,0.1,0.7,0.5,-0.8,-0.9,0.2,0.8,0.4,0.9,0.8,-0.9,0.1,-0.2,-0.7,0.7,-0.4,0.8,-0.3,-0.2,-0.9,-0.9,-0.7,0.0,0.5,-0.5,-0.4,0.7,-0.3,0.4,-0.4,-0.8,0.2,0.6,0.1,-0.5,-0.6,0.4,-0.6,-0.2,0.1,0.3,-0.7,-0.2,0.0,-0.3,-0.1,-0.9,-0.7,-0.7,-0.7,-0.4,0.0,0.3,-0.9,-0.7,0.6,0.0,0.6,-0.2,0.8,0.7,-33.5
-0.8,0.8,-0.2,-0.3,0.9,-0.7,-0.8,0.1,-0.2,0.3,0.3,0.0,0.3,0.2,0.5,0.4,0.1,-0.2,-0.9,0.3,-0.6,-0.1,-0.7,0.5,0.4,-0.3,-0.4,-0.2,0.1,-0.8,0.4,0.5,0.5,-0.1,0.6,0.4,-0.7,0.9,0.1,-0.1,0.5,-0.6,-0.9,-0.6,-0.9,0.4,0.0,0.4,-0.6,-0.7,0.9,0.9,-0.8,0.8,-0.8,0.9,0.5,0.3,-0.5,0.0,0.1,0.2,0.6,0.3,0.3,-0.3,0.7,0.4,-0.2,-0.6,0.0,0.3,0.1,0.3,-0.4,-0.1,-0.7,-0.8,-0.5,-0.4,-0.7,-0.1,-0.8,0.5,-0.8,0.9,-0.5,-0.5,0.1,0.3,-0.3,0.1,0.8,0.2,-0.6,-0.3,0.7,-0.5,-0.1,0.8,-24.2
0.4,-0.1,0.1,-0.5,-0.1,0.4,0.1,0.0,0.0,0.1,0.6,-0.3,0.1,-0.2,-0.7,-0.1,-0.3,0.9,-0.3,0.9,-0.3,-0.4,-0.1,0.0,-0.9,0.3,-0.4,-0.9,0.2,-0.2,-0.8,-0.3,-0.7,0.3,-0.7,0.8,0.1,0.4,0.6,-0.6,0.7,0.4,0.4,0.1,-0.5,0.7,0.4,-0.7,-0.5,-0.9,0.8,-0.7,-0.3,-0.4,-0.4,0.7,0.8,0.9,0.4,-0.4,-0.8,0.5,0.3,0.4,0.6,-0.3,0.3,0.1,0.5,-0.4,-0.1,-0.3,0.3,-0.9,-0.9,-0.5,0.6,-0.2,0.4,0.8,-0.1,0.2,0.2,0.8,0.8,-0.1,-0.5,0.9,-0.2,-0.8,-0.2,0.0,0.3,-0.7,0.4,-0.8,-0.7,-0.4,-0.4,-0.9,31.6
0.8,0.2,-0.3,-0.4,0.1,0.9,0.2,0.4,0.7,0.0,-0.6,-0.1,0.7,-0.2,0.0,-0.2,-0.6,0.8,-0.4,0.1,-0.7,0.3,0.3,0.4,0.9,-0.8,0.9,0.7,0.0,0.6,0.4,0.5,0.4,0.4,-0.6,-0.7,-0.4,-0.5,-0.8,0.4,-0.4,-0.4,-0.3,-0.9,-0.2,-0.3,0.6,0.4,-0.2,-0.6,0.7,0.0,-0.3,-0.4,-0.7,0.7,-0.5,-0.1,0.0,0.4,-0.6,-0.5,-0.1,0.7,-0.8,0.7,0.5,0.7,-0.3,-0.1,0.0,-0.3,0.2,-0.8,-0.3,-0.1,0.8,-0.5,-0.4,-0.7,-0.3,0.1,0.7,-0.7,0.8,-0.2,0.9,0.3,0.5,0.8,-0.1,-0.1,0.8,0.0,-0.7,0.0,0.1,-0.9,-0.5,-0.4,-46.0
-0.8,-0.9,0.8,0.9,-0.8,-0.1,0.7,0.7,0.2,0.4,-0.4,0.3,0.6,-0.1,0.8,0.5,0.6,-0.7,-0.1,0.6,-0.1,-0.8,0.1,-0.5,-0.1,-0.1,-0.6,0.3,0.2,0.1,0.4,0.4,0.4,-0.4,0.0,0.7,0.5,0.2,0.1,0.9,-0.7,0.7,-0.3,0.2,-0.5,0.7,0.1,-0.9,-0.3,0.7,-0.5,-0.1,-0.2,0.1,0.8,-0.1,0.3,0.2,0.5,-0.2,0.5,0.0,-0.7,-0.5,-0.6,0.0,0.4,-0.1,0.8,0.3,0.3,0.3,0.0,-0.6,0.0,0.9,-0.7,0.5,-0.4,0.6,-0.8,0.0,-0.7,-0.5,-0.2,-0.3,0.8,0.2,-0.7,0.0,0.9,0.6,0.5,-0.8,0.6,0.0,0.8,0.3,0.4,-0.6,-15.6
0.8,-0.8,0.2,-0.8,-0.8,0.1,-0.4,0.6,0.6,0.9,-0.9,-0.1,-0.8,-0.1,-0.8,0.5,-0.5,-0.2,-0.7,-0.8,0.6,-0.2,0.0,0.7,0.7,0.6,-0.7,0.7,-0.9,0.1,0.2,-0.7,0.5,-0.1,-0.9,0.2,-0.3,0.1,0.8,-0.9,0.7,-0.7,-0.4,0.1,-0.1,0.6,0.2,-0.6,-0.6,0.6,-0.5,0.6,0.9,0.0,0.6,-0.5,-0.8,0.2,0.4,0.2,-0.4,0.4,-0.5,0.5,-0.2,0.3,-0.7,-0.4,0.3,-0.7,0.6,0.4,-0.2,-0.5,0.5,0.2,0.7,0.6,-0.7,-0.6,0.0,-0.4,-0.1,-0.5,0.2,-0.8,0.7,0.7,-0.8,0.4,0.7,-0.9,0.7,0.2,-0.8,0.6,-0.2,-0.6,-0.3,0.5,-33.9
-0.2,-0.9,-0.2,-0.9,0.4,-0.6,-0.5,0.2,-0.4,0.9,0.7,-0.8,0.7,-0.9,0.3,0.1,-0.3,0.6,0.2,-0.8,0.8,0.2,0.5,-0.1,0.5,-0.2,0.0,0.5,0.0,0.9,0.4,0.9,-0.6,-0.3,0.4,-0.3,0.6,0.6,0.1,0.1,0.0,-0.4,0.4,-0.3,-0.9,0.5,-0.5,0.8,0.3,-0.2,-0.9,-0.2,0.9,0.0,0.5,-0.8,-0.6,0.4,0.8,0.6,0.9,-0.1,0.7,0.2,0.4,0.7,-0.7,-0.9,-0.1,-0.7,0.5,-0.1,0.3,0.8,0.8,-0.6,-0.2,-0.5,-0.6,-0.1,-0.3,0.6,0.8,0.6,-0.8,0.0,-0.3,-0.4,0.6,0.1,0.6,0.9,0.9,-0.5,0.1,-0.3,-0.9,-0.3,-0.7,0.1,-3.4
-0.2,0.5,0.1,-0.7,-0.8,0.8,-0.4,0.1,-0.2,-0.3,-0.4,-0.6,-0.9,0.9,0.9,-0.8,-0.2,0.9,0.7,-0.1,-0.5,0.4,-0.8,0.1,0.1,0.1,-0.8,0.8,0.5,0.7,-0.2,0.8,-0.2,0.0,0.2,0.7,0.7,-0.5,-0.8,0.0,0.1,-0.1,-0.8,-0.8,-0.7,0.6,-0.8,0.4,-0.8,-0.3,-0.2,0.3,0.3,0.1,0.0,-0.6,0.2,-0.5,0.2,0.1,-0.1,0.9,0.2,0.7,0.7,-0.4,-0.8,0.7,-0.6,0.9,0.6,-0.3,0.3,-0.2,-0.6,0.5,0.3,-0.3,0.4,0.0,0.3,-0.6,-0.5,-0.4,-0.6,-0.4,0.1,-0.6,0.5,0.9,-0.7,0.7,-0.4,-0.8,-0.2,-0.3,-0.8,0.3,-0.8,-0.5,-55.9
-0.5,-0.5,0.2,0.6,-0.2,0.3,0.0,0.9,-0.6,-0.2,0.6,-0.5,-0.3,0.3,0.2,-0.8,0.6,0.6,-0.4,0.9,-0.3,0.6,-0.8,0.6,-0.6,0.9,-0.7,-0.8,-0.2,-0.6,-0.3,-0.9,0.8,-0.5,0.9,0.5,0.9,0.1,-0.2,-0.3,0.6,-0.7,-0.9,0.9,-0.5,-0.4,-0.1,0.3,-0.3,-0.4,0.2,-0.7,-0.8,0.4,-0.8,0.8,0.7,0.9,0.2,-0.2,-0.6,0.0,-0.2,-0.6,-0.8,-0.6,0.8,0.3,0.2,-0.7,0.6,0.6,0.5,0.3,0.0,0.6,0.6,0.5,0.3,-0.7,-0.2,0.5,-0.3,-0.5,-0.1,0.3,0.6,-0.6,-0.7,-0.4,-0.9,-0.3,-0.6,0.8,0.1,-0.1,-0.3,-0.3,0.2,0.1,47.5
